,nome,anno,subs,flag,legislatura
0,ABBIATE Mario,1948,0,1,1
1,ADINOLFI Pietro,1948,0,1,1
2,ALBERGANTI Giuseppe,1948,0,1,1
3,ALBERTI Antonio,1948,0,1,1
4,ALBERTI Giuseppe,1948,0,1,1
5,ALDISIO Salvatore,1948,0,1,1
6,ALLEGATO Luigi,1948,0,1,1
7,ALUNNI PIERUCCI Francesco,1948,0,1,1
8,ANFOSSI Giovanni Secondo,1948,0,1,1
9,ANGELINI Cesare,1948,0,1,1
10,ANGELINI Nicola,1948,0,1,1
11,ANGIOLILLO Renato,1948,0,1,1
12,ARMATO Arturo,1948,0,1,1
13,ASQUINI Giuseppe,1948,0,1,1
14,AZARA Antonio,1948,0,1,1
0,BANFI Antonio,1948,0,1,1
1,BARACCO Leopoldo,1948,0,1,1
2,BARBARESCHI Gaetano,1948,0,1,1
3,BARDINI Vittorio,1948,0,1,1
4,BAREGGI Antonio,1948,1,1,1
5,BARONTINI Ilio,1948,1,1,1
6,BASTIANETTO Celeste,1948,0,1,1
7,BATTISTA Emilio,1948,0,1,1
8,BEI Adele,1948,0,1,1
9,BELLORA Pietro,1948,0,1,1
10,BELTRAND Spartaco,1948,0,1,1
11,BENCIVENGA Roberto,1948,1,1,1
12,BENEDETTI Luigi,1948,0,1,1
13,BENEDETTI Tullio,1948,0,1,1
14,BERGAMINI Alberto,1948,0,1,1
15,BERGMANN Giulio,1948,0,1,1
16,BERLINGUER Mario,1948,0,1,1
17,BERTINI Giovanni,1948,1,1,1
18,BERTONE Giovanni Battista,1948,0,1,1
19,BIBOLOTTI Aladino,1948,1,1,1
20,BISORI Guido,1948,0,1,1
21,BITOSSI Renato,1948,0,1,1
22,BO Giorgio,1948,0,1,1
23,BOCCASSI Carlo,1948,0,1,1
24,BOCCONI Alessandro,1948,0,1,1
25,BOERI Giovanni Battista,1948,0,1,1
26,BOGGIANO PICO Antonio,1948,0,1,1
27,BOLOGNESI Severino,1948,0,1,1
28,BONOMI Ivanoe,1948,1,1,1
29,BONTEMPELLI Massimo,1948,1,1,1
30,BORROMEO Luigi,1948,0,1,1
31,BOSCO Giacinto,1948,0,1,1
32,BOSCO LUCARELLI Giambattista,1948,0,1,1
33,BOSI Ilio,1948,0,1,1
34,BRACCESI Giorgio,1948,0,1,1
35,BRAITENBERG Carlo,1948,0,1,1
36,BRASCHI Giovanni,1948,0,1,1
37,BRUNA Settimio,1948,0,1,1
38,BUBBIO Teodoro,1948,0,1,1
39,BUFFONI Francesco,1948,1,1,1
40,BUIZZA Angelo,1948,0,1,1
41,BUONOCORE Giuseppe,1948,1,1,1
0,CADORNA Raffaele,1948,0,1,1
1,CALDERA Carlo,1948,0,1,1
2,CAMINITI Filippo,1948,0,1,1
3,CANALETTI GAUDENTI Alberto,1948,0,1,1
4,CANEPA Giuseppe,1948,1,1,1
5,CANEVARI Emilio,1948,0,1,1
6,CANONICA Pietro,1948,1,1,1
7,CAPORALI Raffaele,1948,0,1,1
8,CAPPA Paolo,1948,0,1,1
9,CAPPELLINI Egisto,1948,0,1,1
10,CARBONARI Luigi,1948,0,1,1
11,CARBONI Enrico,1948,0,1,1
12,CARELLI Mario,1948,0,1,1
13,CARISTIA Carmelo,1948,0,1,1
14,CARMAGNOLA Luigi,1948,0,1,1
15,CARON Giuseppe,1948,0,1,1
16,CARRARA Giovanni,1948,0,1,1
17,CASADEI Giuseppe,1948,0,1,1
18,CASARDI Ferdinando,1948,0,1,1
19,CASATI Alessandro,1948,0,1,1
20,CASO Giovanni,1948,0,1,1
21,CASSITTA Antonio,1948,1,1,1
22,CASTAGNO Luigi,1948,0,1,1
23,CASTELNUOVO Guido,1948,1,1,1
24,CAVALLERA Giuseppe,1948,1,1,1
25,CEMMI Angelo,1948,0,1,1
26,CERICA Angelo,1948,0,1,1
27,CERMENATI Giacomo Attilio,1948,0,1,1
28,CERMIGNANI Armando,1948,0,1,1
29,CERRUTI Carlo,1948,0,1,1
30,CERULLI IRELLI Giuseppe,1948,0,1,1
31,CESCHI Stanislao,1948,0,1,1
32,CIAMPITTI Giovanni,1948,0,1,1
33,CIASCA Raffaele,1948,0,1,1
34,CICCOLUNGO Nicola,1948,1,1,1
35,CINGOLANI Mario,1948,0,1,1
36,COFFARI Iginio,1948,0,1,1
37,COLLA Luigi,1948,1,1,1
38,COLOMBI Arturo Raffaello,1948,0,1,1
39,CONCI Enrico,1948,0,1,1
40,CONTI Giovanni,1948,0,1,1
41,CORBELLINI Guido,1948,0,1,1
42,CORNAGGIA MEDICI Giovanni Maria,1948,1,1,1
43,CORTESE Giuseppe,1948,0,1,1
44,COSATTINI Giovanni,1948,0,1,1
45,CROCE Benedetto,1948,1,1,1
0,DAMAGGIO Giuseppe,1948,0,1,1
1,D'ARAGONA Ludovico,1948,0,1,1
2,DE BOSIO Francesco,1948,0,1,1
3,DE GASPERIS Giovanni,1948,0,1,1
4,DELLA SETA Ugo,1948,0,1,1
5,DEL SECOLO Floriano,1948,1,1,1
6,DE LUCA Carlo,1948,0,1,1
7,DE LUZENBERGER Raul,1948,1,1,1
8,DE NICOLA Enrico,1948,1,1,1
9,DE PIETRO Michele,1948,0,1,1
10,DE SANCTIS Gaetano,1948,1,1,1
11,DI GIOVANNI Eduardo,1948,0,1,1
12,D'INCA' Agostino,1948,1,1,1
13,DI ROCCO Angelo,1948,0,1,1
14,DONATI Albino,1948,0,1,1
15,D'ONOFRIO Edoardo,1948,0,1,1
0,EINAUDI Luigi,1948,1,1,1
1,ELIA Raffaele,1948,0,1,1
0,FABBRI Luigi,1948,0,1,1
1,FACCHINETTI Cipriano,1948,1,1,1
2,FALCK Enrico,1948,0,1,1
3,FANTONI Luciano,1948,0,1,1
4,FANTUZZI Silvio,1948,0,1,1
5,FARINA Giovanni,1948,0,1,1
6,FARIOLI Domenico,1948,0,1,1
7,FAZIO Egidio,1948,0,1,1
8,FEDELI Armando,1948,0,1,1
9,FERRABINO Aldo,1948,0,1,1
10,FERRAGNI Gaetano,1948,0,1,1
11,FERRARI Giacomo,1948,0,1,1
12,FILIPPINI Giuseppe,1948,0,1,1
13,FIORE Umberto,1948,0,1,1
14,FLECCHIA Vittorio,1948,0,1,1
15,FOCACCIA Basilio,1948,0,1,1
16,FORTUNATI Paolo,1948,1,1,1
17,FRANZA Enea,1948,0,1,1
18,FRASSATI Alfredo,1948,0,1,1
19,FUSCO Giuseppe,1948,0,1,1
0,GALLETTO Bortolo,1948,0,1,1
1,GASPAROTTO Luigi,1948,0,1,1
2,GAVA Silvio,1948,0,1,1
3,GAVINA Cesare,1948,0,1,1
4,GELMETTI Umberto,1948,0,1,1
5,GENCO Giacinto,1948,0,1,1
6,GERINI Alessandro,1948,0,1,1
7,GERVASI Galliano,1948,0,1,1
8,GHIDETTI Vittorio,1948,0,1,1
9,GHIDINI Gustavo,1948,0,1,1
10,GIACOMETTI Guido,1948,0,1,1
11,GIARDINA Camillo,1948,0,1,1
12,GIUA Michele,1948,0,1,1
13,GONZALES Enrico,1948,0,1,1
14,GORTANI Michele,1948,0,1,1
15,GRAMEGNA Giuseppe,1948,0,1,1
16,GRAVA Carlo,1948,0,1,1
17,GRIECO Ruggero,1948,0,1,1
18,GRISOLIA Domenico,1948,0,1,1
19,GUARIENTI Ugo,1948,0,1,1
20,GUGLIELMONE Teresio,1948,0,1,1
0,ITALIA Salvatore,1948,0,1,1
0,JACINI Stefano,1948,1,1,1
1,JANNACCONE Pasquale,1948,1,1,1
2,JANNELLI Gabriele,1948,1,1,1
3,JANNUZZI Onofrio,1948,0,1,1
0,LABRIOLA Arturo,1948,0,1,1
1,LAMBERTI Giovanni,1948,0,1,1
2,LANZA Fabrizio,1948,0,1,1
3,LANZA FILINGERI Stefano,1948,0,1,1
4,LANZARA Goffredo,1948,0,1,1
5,LANZETTA Michele,1948,0,1,1
6,LAVIA Giuseppe,1948,0,1,1
7,LAZZARINO Ermanno,1948,0,1,1
8,LAZZARO Federico,1948,0,1,1
9,LEONE Francesco,1948,0,1,1
10,LEPORE Antonio,1948,0,1,1
11,LI CAUSI Girolamo,1948,0,1,1
12,LOCATELLI Amilcare,1948,1,1,1
13,LODATO Ignazio,1948,0,1,1
14,LONGONI Mario,1948,0,1,1
15,LOPARDI Emidio,1948,0,1,1
16,LORENZI Angelo,1948,0,1,1
17,LOVERA Felice,1948,0,1,1
18,LUCIFERO Roberto,1948,0,1,1
19,LUISETTI Virgilio Mario,1948,1,1,1
20,LUSSU Emilio,1948,0,1,1
0,MACRELLI Cino,1948,0,1,1
1,MAFFI Fabrizio,1948,0,1,1
2,MAGLI Arcangelo,1948,0,1,1
3,MAGLIANO Giuseppe,1948,0,1,1
4,MAGRI' Domenico,1948,0,1,1
5,MALINTOPPI Enrico,1948,0,1,1
6,MANCINELLI Carmine,1948,0,1,1
7,MANCINI Pietro,1948,0,1,1
8,MANTICA Antonio,1948,1,1,1
9,MARANI Pietro,1948,0,1,1
10,MARCHINI CAMIA Francesco,1948,0,1,1
11,MARCONCINI Federico,1948,0,1,1
12,MARIANI Francesco,1948,0,1,1
13,MARIOTTI Attilio,1948,0,1,1
14,MARTINI Ferdinando,1948,0,1,1
15,MASSINI Cesare,1948,0,1,1
16,MASTINO Pietro,1948,0,1,1
17,MAZZONI Nino,1948,0,1,1
18,MEACCI Gino,1948,0,1,1
19,MEDICI Giuseppe,1948,0,1,1
20,MENGHI Vincenzo,1948,0,1,1
21,MENOTTI Clarenzo,1948,0,1,1
22,MENTASTI Piero,1948,0,1,1
23,MERLIN Angelina,1948,0,1,1
24,MERLIN Umberto,1948,0,1,1
25,MERZAGORA Cesare,1948,0,1,1
26,MICELI PICARDI Francesco,1948,0,1,1
27,MICHELI Giuseppe,1948,1,1,1
28,MILILLO Vincenzo,1948,0,1,1
29,MINIO Enrico,1948,0,1,1
30,MINOJA Vittorio,1948,0,1,1
31,MOLE' Enrico,1948,0,1,1
32,MOLE' Salvatore,1948,0,1,1
33,MOLINELLI Guido,1948,0,1,1
34,MOMIGLIANO Riccardo,1948,0,1,1
35,MONALDI Vincenzo,1948,0,1,1
36,MONTAGNANA Rita,1948,0,1,1
37,MONTAGNANI MARELLI Piero,1948,0,1,1
38,MONTEMARTINI Gabriele Luigi,1948,1,1,1
39,MORANDI Rodolfo,1948,0,1,1
40,MOSCATELLI Vincenzo,1948,0,1,1
41,MOTT Angelo Giacomo,1948,0,1,1
42,MUSOLINO Eugenio,1948,0,1,1
0,NACUCCHI Nicola,1948,0,1,1
1,NEGARVILLE Celeste Carlo,1948,0,1,1
2,NEGRO Antonio,1948,0,1,1
3,NITTI Francesco Saverio,1948,1,1,1
4,NOBILI Tito Oro,1948,0,1,1
0,OGGIANO Luigi,1948,0,1,1
1,ORIGLIA Edoardo,1948,1,1,1
2,ORLANDO Vittorio Emanuele,1948,1,1,1
3,OTTANI Raffaele,1948,0,1,1
0,PAGE Ernesto,1948,0,1,1
1,PALERMO Mario,1948,0,1,1
2,PALLASTRELLI Giovanni,1948,0,1,1
3,PALUMBO Giuseppina,1948,0,1,1
4,PANETTI Modesto,1948,0,1,1
5,PARATORE Giuseppe,1948,0,1,1
6,PARRI Ferruccio,1948,0,1,1
7,PASQUINI Benedetto,1948,0,1,1
8,PASTORE Ottavio,1948,0,1,1
9,PAZZAGLI Raffaello,1948,0,1,1
10,PELLEGRINI Giacomo,1948,0,1,1
11,PENNISI DI FLORISTELLA Agostino,1948,0,1,1
12,PERINI Carlo,1948,1,1,1
13,PERSICO Giovanni,1948,0,1,1
14,PERTINI Sandro,1948,0,1,1
15,PEZZINI Cristoforo,1948,0,1,1
16,PEZZULLO Raffaele,1948,0,1,1
17,PICCHIOTTI Giacomo,1948,0,1,1
18,PIEMONTE Giuseppe,1948,0,1,1
19,PIERACCINI Gaetano,1948,0,1,1
20,PIETRA Gaetano,1948,0,1,1
21,PISCITELLI Clemente,1948,1,1,1
22,PLATONE Felice,1948,1,1,1
23,PONTREMOLI Ezio,1948,0,1,1
24,PORZIO Giovanni,1948,0,1,1
25,PRIOLO Antonio,1948,0,1,1
26,PROLI Giuseppe,1948,0,1,1
27,PUCCI Alberto Mario,1948,0,1,1
28,PUTINATI Otello,1948,1,1,1
0,QUAGLIARIELLO Gaetano,1948,0,1,1
0,RAFFEINER Giuseppe,1948,0,1,1
1,RAJA Giovan Battista,1948,0,1,1
2,RANALDI Arnaldo,1948,1,1,1
3,RAVA' Autunno,1948,1,1,1
4,RAVAGNAN Riccardo,1948,0,1,1
5,REALE Eugenio,1948,0,1,1
6,REALE Vito,1948,1,1,1
7,RESTAGNO Pier Carlo,1948,0,1,1
8,RICCI Federico,1948,0,1,1
9,RICCI Mose',1948,1,1,1
10,RICCIO Mario,1948,0,1,1
11,RISTORI Pietro,1948,0,1,1
12,RIZZO Domenico,1948,0,1,1
13,RIZZO Giambattista,1948,1,1,1
14,ROCCO Luigi,1948,0,1,1
15,ROLFI Federico,1948,0,1,1
16,ROMANO Antonio,1948,0,1,1
17,ROMANO Domenico,1948,0,1,1
18,ROMITA Giuseppe,1948,0,1,1
19,RONCO Nino,1948,1,1,1
20,ROSATI Mariano,1948,0,1,1
21,ROSSI Giuseppe,1948,1,1,1
22,ROVEDA Giovanni,1948,0,1,1
23,RUBILLI Alfonso,1948,0,1,1
24,RUBINACCI Leopoldo,1948,0,1,1
25,RUGGERI Luigi,1948,0,1,1
26,RUINI Meuccio,1948,0,1,1
27,RUSSO Luigi,1948,0,1,1
0,SACCO Italo Mario,1948,0,1,1
1,SAGGIORO Romolo,1948,1,1,1
2,SALOMONE Rocco,1948,0,1,1
3,SALUSTRI (TRILUSSA) Carlo Alberto,1948,1,1,1
4,SALVAGIANI Rodolfo,1948,0,1,1
5,SALVI Emilio,1948,0,1,1
6,SAMEK LODOVICI Emanuele,1948,0,1,1
7,SANMARTINO Salvatore,1948,0,1,1
8,SANNA RANDACCIO Raffaele,1948,0,1,1
9,SANTERO Natale,1948,0,1,1
10,SANTONASTASO Giuseppe,1948,0,1,1
11,SAPORI Armando,1948,0,1,1
12,SARTORI Giovanni,1948,0,1,1
13,SCHIAVONE Domenico,1948,0,1,1
14,SCOCCIMARRO Mauro,1948,0,1,1
15,SECCHIA Pietro,1948,0,1,1
16,SERENI Emilio,1948,0,1,1
17,SESSA Cesare,1948,0,1,1
18,SFORZA Carlo,1948,1,1,1
19,SILVESTRINI Luigi,1948,0,1,1
20,SINFORIANI Italo,1948,0,1,1
21,SPALLICCI Aldo,1948,0,1,1
22,SPALLINO Lorenzo,1948,0,1,1
23,SPANO Velio,1948,0,1,1
24,SPEZZANO Francesco,1948,0,1,1
25,STURZO Luigi,1948,1,1,1
0,TAFURI Giovan Bernardino,1948,0,1,1
1,TALARICO Alberigo Oreste,1948,1,1,1
2,TAMBARIN Antonio,1948,0,1,1
3,TAMBURRANO Luigi,1948,0,1,1
4,TARTUFOLI Amor,1948,0,1,1
5,TERMINI Francesco,1948,1,1,1
6,TERRACINI Umberto,1948,0,1,1
7,TESSITORI Tiziano,1948,0,1,1
8,TIGNINO Rocco Salvatore,1948,0,1,1
9,TISSI Attilio,1948,0,1,1
10,TOMASI DELLA TORRETTA Pietro,1948,0,1,1
11,TOME' Zefferino,1948,0,1,1
12,TOMMASINI Raffaele,1948,0,1,1
13,TONELLO Tommaso,1948,0,1,1
14,TORELLI Pietro,1948,1,1,1
15,TOSATTI Quinto,1948,0,1,1
16,TOSCANINI Arturo,1948,1,1,1
17,TOSELLI Antonio,1948,0,1,1
18,TRAINA Giuseppe,1948,0,1,1
19,TRIPEPI Domenico,1948,0,1,1
20,TROIANO Ernesto,1948,0,1,1
21,TUPINI Umberto,1948,0,1,1
22,TURCO Alessandro,1948,0,1,1
0,UBERTI Giovanni,1948,0,1,1
0,VACCARO Nicola,1948,0,1,1
1,VALMARANA Giustino,1948,0,1,1
2,VANONI Ezio,1948,0,1,1
3,VARALDO Franco,1948,0,1,1
4,VARRIALE Giuseppe,1948,0,1,1
5,VENDITTI Mario,1948,0,1,1
6,VERONI Dante,1948,1,1,1
7,VIGIANI Maurizio,1948,0,1,1
8,VISCHIA Carlo,1948,0,1,1
9,VOCCOLI Odoardo,1948,0,1,1
0,ZANARDI Francesco,1948,0,1,1
1,ZANE Francesco,1948,0,1,1
2,ZANNERINI Emilio,1948,1,1,1
3,ZANOTTI BIANCO Umberto,1948,1,1,1
4,ZANUCCOLI Arnaldo,1948,1,1,1
5,ZELIOLI LANZINI Ennio,1948,0,1,1
6,ZERBOGLIO Adolfo,1948,1,1,1
7,ZIINO Vinicio,1948,0,1,1
8,ZOLI Adone,1948,0,1,1
9,ZOTTA Mario,1948,0,1,1
10,ZUGARO DE MATTEIS Giuseppe,1948,1,1,1
0,AGOSTINO Rocco Vincenzo,1953,0,1,1
1,ALBERGANTI Giuseppe,1953,0,1,2
2,ALBERTI Giuseppe,1953,0,1,2
3,AMADEO Ezio,1953,0,1,1
4,AMIGONI Pietro,1953,0,1,1
5,ANGELILLI Ugo,1953,0,1,1
6,ANGELINI Cesare,1953,0,1,2
7,ANGELINI Nicola,1953,0,1,2
8,ANGRISANI Luigi,1953,0,1,1
9,ARCUDI Domenico,1953,0,1,1
10,ARTIACO Alfonso,1953,1,1,1
11,ASARO Filippo,1953,0,1,1
12,AZARA Antonio,1953,0,1,2
0,BANFI Antonio,1953,1,1,2
1,BARACCO Leopoldo,1953,0,1,2
2,BARBARESCHI Gaetano,1953,0,1,2
3,BARBARO Michele,1953,0,1,1
4,BARDELLINI Giuseppe,1953,0,1,1
5,BATTAGLIA Edoardo,1953,1,1,1
6,BATTISTA Emilio,1953,0,1,2
7,BELLORA Pietro,1953,0,1,2
8,BENEDETTI Luigi,1953,0,1,2
9,BERTONE Giovanni Battista,1953,0,1,2
10,BISORI Guido,1953,0,1,2
11,BITOSSI Renato,1953,0,1,2
12,BO Giorgio,1953,0,1,2
13,BOCCASSI Carlo,1953,0,1,2
14,BOGGIANO PICO Antonio,1953,0,1,2
15,BOLOGNESI Severino,1953,0,1,2
16,BORRELLI Antonio,1953,1,1,1
17,BOSCO Giacinto,1953,1,1,2
18,BOSI Ilio,1953,0,1,2
19,BOSIA Giuseppe,1953,0,1,1
20,BRACCESI Giorgio,1953,1,1,2
21,BRAITENBERG Carlo,1953,0,1,2
22,BRASCHI Giovanni,1953,0,1,2
23,BRUNA Settimio,1953,0,1,2
24,BUGLIONE Pasquale,1953,0,1,1
25,BUIZZA Angelo,1953,0,1,2
26,BUSONI Jaures,1953,1,1,1
27,BUSSI Antonio,1953,1,1,1
0,CADORNA Raffaele,1953,0,1,2
1,CALAUTI Francesco,1953,0,1,1
2,CALDERA Carlo,1953,1,1,2
3,CANEVARI Emilio,1953,0,1,2
4,CANONICA Pietro,1953,1,1,2
5,CAPORALI Raffaele,1953,1,1,2
6,CAPPELLINI Egisto,1953,0,1,2
7,CARBONI Enrico,1953,0,1,2
8,CARELLI Mario,1953,0,1,2
9,CARISTIA Carmelo,1953,0,1,2
10,CARMAGNOLA Luigi,1953,0,1,2
11,CARON Giuseppe,1953,0,1,2
12,CARON Luigi Carlo,1953,1,1,1
13,CEMMI Angelo,1953,0,1,2
14,CENINI Pietro,1953,0,1,1
15,CERABONA Francesco,1953,0,1,1
16,CERICA Angelo,1953,0,1,2
17,CERMIGNANI Armando,1953,1,1,2
18,CERULLI IRELLI Giuseppe,1953,0,1,2
19,CERUTTI Arduino,1953,1,1,1
20,CESCHI Stanislao,1953,0,1,2
21,CIANCA Alberto,1953,0,1,1
22,CIASCA Raffaele,1953,0,1,2
23,CINGOLANI Mario,1953,0,1,2
24,CLEMENTE Pasquale,1953,0,1,1
25,COLOMBI Arturo Raffaello,1953,0,1,2
26,CONDORELLI Orazio,1953,0,1,1
27,CORBELLINI Guido,1953,0,1,2
28,CORNAGGIA MEDICI Giovanni Maria,1953,0,1,2
29,CORSINI Giuseppe,1953,0,1,1
30,CORTI Carlo,1953,1,1,1
31,CRISCUOLI Gabriele,1953,0,1,1
32,CROLLALANZA Araldo,1953,0,1,1
33,CUSENZA Gaspare,1953,1,1,1
0,DARDANELLI Giuseppe,1953,1,1,1
1,DE BACCI Fulvio,1953,1,1,1
2,DE BACCI Fulvio,1953,1,1,2
3,DE BOSIO Francesco,1953,0,1,2
4,DE GIOVINE Alfonso,1953,0,1,1
5,DE LUCA Angelo,1953,0,1,1
6,DE LUCA Carlo,1953,0,1,2
7,DE LUCA Luca,1953,0,1,1
8,DE MARSICO Alfredo,1953,0,1,1
9,DE NICOLA Enrico,1953,1,1,2
10,DE PIETRO Michele,1953,0,1,2
11,DE SANCTIS Gaetano,1953,1,1,2
12,DI ROCCO Angelo,1953,0,1,2
13,DONINI Ambrogio,1953,0,1,1
0,EINAUDI Luigi,1953,1,1,2
1,ELIA Raffaele,1953,0,1,2
0,FABBRI Luigi,1953,0,1,2
1,FANTUZZI Silvio,1953,0,1,2
2,FARINA Giovanni,1953,0,1,2
3,FEDELI Armando,1953,0,1,2
4,FERRARI Francesco,1953,0,1,1
5,FERRETTI Lando,1953,0,1,1
6,FIORE Umberto,1953,0,1,2
7,FIORENTINO Gaetano,1953,0,1,1
8,FLECCHIA Vittorio,1953,0,1,2
9,FOCACCIA Basilio,1953,0,1,2
10,FORTUNATI Paolo,1953,0,1,2
11,FRANZA Enea,1953,0,1,2
0,GALLETTO Bortolo,1953,0,1,2
1,GAVA Silvio,1953,0,1,2
2,GAVINA Cesare,1953,0,1,2
3,GAZZALE Enrico,1953,1,1,1
4,GERINI Alessandro,1953,0,1,2
5,GERVASI Galliano,1953,0,1,2
6,GIACOMETTI Guido,1953,0,1,2
7,GIARDINA Camillo,1953,0,1,2
8,GIUA Michele,1953,1,1,2
9,GIUSTARINI Mario,1953,0,1,1
10,GRAMEGNA Giuseppe,1953,0,1,2
11,GRAMMATICO Pietro,1953,0,1,1
12,GRAMPA Mario,1953,1,1,1
13,GRANZOTTO BASSO Luciano,1953,0,1,1
14,GRAVA Carlo,1953,0,1,2
15,GRAZI Enrico,1953,1,1,1
16,GRIECO Ruggero,1953,1,1,2
17,GUARIGLIA Raffaele,1953,1,1,1
18,GUGLIELMONE Teresio,1953,0,1,2
0,IMPERIALE Giuseppe,1953,1,1,1
1,IORIO Michelangelo,1953,0,1,1
0,JANNACCONE Pasquale,1953,0,1,2
1,JANNUZZI Onofrio,1953,0,1,2
0,LAMBERTI Giovanni,1953,0,1,2
1,LAURO Achille,1953,1,1,1
2,LEONE Leo,1953,0,1,1
3,LEPORE Antonio,1953,0,1,2
4,LIBERALI Ciro,1953,0,1,1
5,LOCATELLI Amilcare,1953,0,1,2
6,LONGONI Mario,1953,0,1,2
7,LORENZI Angelo,1953,0,1,2
8,LUBELLI Arnaldo,1953,0,1,1
9,LUSSU Emilio,1953,0,1,2
0,MAGLIANO Giuseppe,1953,0,1,2
1,MAGRI' Domenico,1953,1,1,2
2,MANCINELLI Carmine,1953,0,1,2
3,MANCINO Michele,1953,0,1,1
4,MARCHINI CAMIA Francesco,1953,0,1,2
5,MARIANI Francesco,1953,0,1,2
6,MARINA Mario,1953,0,1,1
7,MARIOTTI Luigi,1953,0,1,1
8,MARTINI Ferdinando,1953,1,1,2
9,MARTINI Martino,1953,0,1,1
10,MARZOLA Giorgio,1953,0,1,1
11,MASSINI Cesare,1953,0,1,2
12,MASTROSIMONE Carlo,1953,0,1,1
13,MEDICI Giuseppe,1953,0,1,2
14,MENGHI Vincenzo,1953,0,1,2
15,MENOTTI Clarenzo,1953,1,1,2
16,MERLIN Angelina,1953,0,1,2
17,MERLIN Umberto,1953,0,1,2
18,MERZAGORA Cesare,1953,0,1,2
19,MESSE Giovanni,1953,0,1,1
20,MINIO Enrico,1953,0,1,2
21,MOLE' Enrico,1953,0,1,2
22,MOLINARI Giuseppe,1953,0,1,1
23,MOLINELLI Guido,1953,0,1,2
24,MONALDI Vincenzo,1953,1,1,2
25,MONNI Antonio,1953,0,1,1
26,MONTAGNANI MARELLI Piero,1953,0,1,2
27,MORANDI Rodolfo,1953,1,1,2
28,MORO Gerolamo Lino,1953,0,1,1
29,MOTT Angelo Giacomo,1953,0,1,2
0,NACUCCHI Nicola,1953,0,1,2
1,NASI Virgilio,1953,0,1,1
2,NEGARVILLE Celeste Carlo,1953,0,1,2
3,NEGRI Alceo,1953,0,1,1
4,NEGRO Antonio,1953,0,1,2
5,NEGRONI Zaccaria,1953,0,1,1
0,PAGE Ernesto,1953,0,1,2
1,PALERMO Mario,1953,0,1,2
2,PALLASTRELLI Giovanni,1953,0,1,2
3,PANNULLO Antonio,1953,0,1,1
4,PAOLUCCI Raffaele,1953,0,1,1
5,PAPALIA Giuseppe,1953,0,1,1
6,PARATORE Giuseppe,1953,1,1,2
7,PASQUALI Camillo,1953,1,1,1
8,PASTORE Ottavio,1953,0,1,2
9,PASTORE Raffaele,1953,0,1,1
10,PELIZZO Guglielmo,1953,0,1,1
11,PELLEGRINI Giacomo,1953,0,1,2
12,PERRIER Stefano,1953,1,1,1
13,PESENTI Antonio,1953,0,1,1
14,PETTI Raffaele,1953,0,1,1
15,PEZZINI Cristoforo,1953,0,1,2
16,PEZZULLO Raffaele,1953,1,1,2
17,PICCHIOTTI Giacomo,1953,0,1,2
18,PIECHELE Arturo,1953,0,1,1
19,PIEGARI Giuseppe,1953,1,1,1
20,PIOLA Giacomo,1953,0,1,1
21,PONTI Giovanni,1953,0,1,1
22,PORCELLINI Adolfo,1953,0,1,1
23,PRESTISIMONE Pasquale,1953,0,1,1
24,PUCCI Alberto Mario,1953,0,1,2
0,RAFFEINER Giuseppe,1953,0,1,2
1,RAGNO Luigi,1953,0,1,1
2,RAVAGNAN Riccardo,1953,0,1,2
3,RESTAGNO Pier Carlo,1953,0,1,2
4,RICCIO Mario,1953,0,1,2
5,RISTORI Pietro,1953,0,1,2
6,RIZZATTI Antonio,1953,0,1,1
7,RODA Giuseppe,1953,1,1,1
8,ROFFI Mario,1953,0,1,1
9,ROGADEO Francesco,1953,0,1,1
10,ROMANO Antonio,1953,0,1,2
11,ROMANO Domenico,1953,0,1,2
12,ROVEDA Giovanni,1953,0,1,2
13,RUSSO Luigi,1953,0,1,2
14,RUSSO Salvatore,1953,0,1,1
0,SAGGIO Raffaele,1953,0,1,1
1,SALARI Giuseppe,1953,0,1,1
2,SALOMONE Rocco,1953,0,1,2
3,SAMEK LODOVICI Emanuele,1953,1,1,2
4,SANMARTINO Salvatore,1953,0,1,2
5,SANTERO Natale,1953,0,1,2
6,SARTORI Giovanni,1953,0,1,2
7,SAVARINO Santi,1953,0,1,1
8,SCHIAVI Alessandro,1953,0,1,1
9,SCHIAVONE Domenico,1953,0,1,2
10,SCOCCIMARRO Mauro,1953,0,1,2
11,SECCHIA Pietro,1953,0,1,2
12,SELVAGGI Francesco,1953,1,1,1
13,SERENI Emilio,1953,0,1,2
14,SIBILLE Giuseppe Maria,1953,1,1,1
15,SMITH Tomaso,1953,0,1,1
16,SPAGNA Alessandro,1953,0,1,1
17,SPAGNOLLI Giovanni,1953,0,1,1
18,SPALLICCI Aldo,1953,0,1,2
19,SPALLINO Lorenzo,1953,0,1,2
20,SPANO Velio,1953,0,1,2
21,SPASARI Tommaso,1953,0,1,1
22,SPEZZANO Francesco,1953,0,1,2
23,STAGNO Carlo,1953,1,1,1
24,STURZO Luigi,1953,0,1,2
0,TADDEI Leonetto,1953,0,1,1
1,TARTUFOLI Amor,1953,0,1,2
2,TERRACINI Umberto,1953,0,1,2
3,TERRAGNI Attilio,1953,1,1,1
4,TERRAGNI Giuseppe,1953,1,1,1
5,TESSITORI Tiziano,1953,0,1,2
6,TIBALDI Ettore,1953,0,1,1
7,TIRABASSI Angelo Donato,1953,0,1,1
8,TOME' Zefferino,1953,0,1,2
