,nome,anno,subs,flag,legislatura
7,BERLANDA Enzo,1987,1,1,3
8,BERLINGUER Giovanni,1987,0,1,2
9,BERNARDI Guido,1987,0,1,1
10,BERTOLDI Lionello,1987,0,1,1
11,BIAGIONI Mario,1987,1,1,1
12,BISSI Gianpaolo,1987,0,1,1
13,BISSO Lovrano,1987,0,1,2
14,BO Carlo,1987,0,1,2
15,BOATO Marco,1987,0,1,1
16,BOBBIO Norberto,1987,0,1,2
17,BOCHICCHIO SCHELOTTO Giovanna,1987,0,1,1
18,BOFFA Giuseppe,1987,0,1,1
19,BOGGIO Carlo,1987,0,1,4
20,BOLDRINI Arrigo,1987,0,1,4
21,BOLLINI Rodolfo Pietro,1987,0,1,5
22,BOMPIANI Adriano,1987,0,1,4
23,BONALUMI Gilberto,1987,0,1,1
24,BONO Vincenza,1987,0,1,1
25,BONORA Cirillo,1987,0,1,1
26,BOSCO Manfredi,1987,0,1,1
27,BOSSI Umberto,1987,0,1,1
28,BOZZELLO VEROLE Eugenio,1987,0,1,3
29,BRINA Alfio,1987,0,1,1
30,BUFALINI Paolo,1987,0,1,7
31,BUSSETI Attilio,1987,1,1,3
32,BUTINI Ivo,1987,0,1,2
0,CABRAS Paolo,1987,0,1,1
1,CALLARI GALLI Matilde,1987,0,1,1
2,CALVI Maurizio,1987,0,1,1
3,CANDIOTO Francesco,1987,0,1,1
4,CANNATA Giuseppe,1987,1,1,2
5,CAPPELLI Lorenzo,1987,0,1,1
6,CAPPUZZO Umberto,1987,0,1,1
7,CARDINALE Emanuele,1987,0,1,1
8,CARIGLIA Antonio,1987,0,1,1
9,CARLI Guido,1987,0,1,2
10,CARLOTTO Natale,1987,0,1,1
11,CARTA Gianuario,1987,0,1,2
12,CASADEI LUCCHI Archimede,1987,0,1,1
13,CASCIA Aroldo,1987,0,1,2
14,CASOLI Giorgio,1987,0,1,1
15,CASSOLA Roberto,1987,1,1,2
16,CASTIGLIONE Franco,1987,0,1,2
17,CATTANEI Francesco,1987,0,1,1
18,CAVAZZUTI Filippo,1987,0,1,2
19,CECCATELLI Anna Gabriella,1987,0,1,2
20,CHESSA Gianfranco,1987,1,1,1
21,CHIARANTE Giuseppe Antonio,1987,0,1,3
22,CHIAROMONTE Gerardo,1987,0,1,6
23,CHIESURA Vittorio,1987,0,1,1
24,CHIMENTI Michele,1987,0,1,1
25,CIMINO Francesco,1987,0,1,2
26,CISBANI Giorgio,1987,0,1,1
27,CITARISTI Severino,1987,0,1,1
28,COCO Giovanni Silvestro,1987,0,1,4
29,COLETTA Rocco,1987,0,1,1
30,COLOMBO Vittorino (l.),1987,0,1,4
31,COLOMBO SVEVO Maria Paola,1987,1,1,2
32,COLOSIMO Elio,1987,1,1,1
33,CONDORELLI Mario,1987,0,1,2
34,CONSOLI Vito,1987,1,1,2
35,CORLEONE Franco,1987,0,1,1
36,CORRENTI Giovanni,1987,1,1,1
37,CORTESE Marino,1987,0,1,1
38,COSSUTTA Armando,1987,0,1,5
39,COVATTA Luigi,1987,0,1,2
40,COVELLO Francesco Alberto,1987,0,1,1
41,COVI Giorgio,1987,0,1,2
42,COVIELLO Romualdo Vittorio,1987,0,1,1
43,CRAVERI Piero,1987,1,1,1
44,CROCETTA Salvatore,1987,0,1,2
45,CUMINETTI Sergio,1987,0,1,2
46,CUTRERA Achille,1987,0,1,1
0,D'AMELIO Saverio,1987,0,1,3
1,DE CINQUE Germano,1987,0,1,2
2,DEGAN Costante,1987,1,1,2
3,DE GIUSEPPE Giorgio,1987,0,1,5
4,DELL'OSSO Costantino,1987,0,1,1
5,DE MARTINO Francesco,1987,1,1,2
6,DE ROSA Gabriele,1987,0,1,1
7,DE VITO Salverino,1987,0,1,6
8,DIANA Alfredo,1987,0,1,2
9,DI LEMBO Osvaldo,1987,0,1,3
10,DIONISI Angelo,1987,0,1,1
11,DIPAOLA Giuseppe,1987,0,1,1
12,DI STEFANO Corradino,1987,0,1,2
13,DONAT-CATTIN Carlo,1987,1,1,3
14,DONATO Angelo,1987,0,1,1
15,DUJANY Cesare,1987,0,1,1
16,DUO' Vielmo,1987,1,1,1
0,ELIA Leopoldo,1987,0,1,1
1,EMO CAPODILISTA Umberto,1987,0,1,1
2,EVANGELISTI Franco,1987,0,1,2
0,FABBRI Fabio,1987,0,1,4
1,FABRIS Pietro,1987,0,1,1
2,FALCUCCI Franca,1987,0,1,6
3,FALLUCCHI Severino,1987,1,1,3
4,FANFANI Amintore,1987,0,1,7
5,FASSINO Giuseppe,1987,0,1,3
6,FAVILLA Mauro,1987,0,1,1
7,FERRAGUTI Isa,1987,0,1,1
8,FERRARA Maurizio,1987,0,1,3
9,FERRARA Pietro,1987,0,1,1
10,FERRARA SALUTE Giovanni,1987,1,1,2
11,FERRARI-AGGRADI Mario,1987,0,1,3
12,FILETTI Cristoforo,1987,0,1,5
13,FIOCCHI Pietro,1987,1,1,2
14,FIORET Mario,1987,0,1,1
15,FIORI Peppino,1987,0,1,3
16,FLORINO Michele,1987,0,1,1
17,FOA Vittorio,1987,0,1,1
18,FOGU Paolo,1987,0,1,1
19,FONTANA Alessandro,1987,0,1,1
20,FONTANA Elio,1987,0,1,2
21,FONTANA Giovanni Angelo,1987,0,1,1
22,FONTANA Walter,1987,1,1,1
23,FORTE Francesco,1987,0,1,1
24,FOSCHI Armando,1987,1,1,4
25,FRANCHI Antonio,1987,0,1,1
26,FRANCO Francesco,1987,1,1,5
27,FRANZA Luigi,1987,0,1,2
0,GALEOTTI Menotti,1987,0,1,1
1,GALLO Ignazio Marcello,1987,0,1,2
2,GAMBINO Vittorio Dante,1987,0,1,1
3,GAROFALO Carmine,1987,0,1,1
4,GENOVESE Luigi,1987,0,1,5
5,GEROSA Guido,1987,0,1,1
6,GIACCHE' Aldo,1987,0,1,2
7,GIACOMETTI Delio,1987,1,1,4
8,GIACOVAZZO Giuseppe,1987,0,1,1
9,GIAGU DEMARTINI Antonio,1987,0,1,1
10,GIANOTTI Lorenzo,1987,0,1,2
11,GIOLITTI Antonio,1987,0,1,1
12,GIUGNI Gino,1987,0,1,2
13,GIUSTINELLI Franco,1987,0,1,2
14,GOLFARI Cesare,1987,0,1,1
15,GRADARI Piergiorgio,1987,0,1,2
16,GRANELLI Luigi,1987,0,1,3
17,GRASSI BERTAZZI Niccolo',1987,0,1,3
18,GRAZIANI Antonio,1987,0,1,1
19,GRECO Francesco,1987,0,1,2
20,GUALTIERI Libero,1987,0,1,3
21,GUIZZI Francesco,1987,1,1,1
22,GUZZETTI Giuseppe,1987,0,1,1
0,IANNI Manlio,1987,0,1,2
1,IANNIELLO Mauro,1987,0,1,1
2,IANNONE Giuseppe,1987,0,1,2
3,IMBRIACO Nicola,1987,0,1,2
4,IMPOSIMATO Ferdinando,1987,0,1,1
5,INNAMORATO Antonio Mario,1987,0,1,1
0,JERVOLINO RUSSO Rosa,1987,0,1,3
0,KESSLER Bruno,1987,1,1,2
0,LAMA Luciano,1987,0,1,1
1,LA RUSSA Antonino,1987,0,1,5
2,LAURIA Michele,1987,0,1,1
3,LEONARDI Ezio,1987,0,1,1
4,LEONE Giovanni,1987,0,1,6
5,LIBERTINI Lucio,1987,0,1,3
6,LIPARI Nicolo',1987,0,1,2
7,LOMBARDI Domenico Raffaello,1987,0,1,4
8,LONGO Franco,1987,0,1,1
9,LOPS Pasquale,1987,0,1,1
10,LOTTI Maurizio,1987,0,1,2
0,MACALUSO Emanuele,1987,0,1,4
1,MACIS Francesco,1987,0,1,1
2,MAFFIOLETTI Roberto,1987,0,1,5
3,MALAGODI Giovanni,1987,1,1,3
4,MANCIA Tommaso,1987,0,1,1
5,MANCINO Nicola,1987,0,1,4
6,MANIERI Maria Rosaria,1987,0,1,1
7,MANTICA Alfredo,1987,0,1,1
8,MANZINI Giovanni,1987,0,1,1
9,MARGHERI Andrea,1987,1,1,2
10,MARGHERITI Riccardo,1987,0,1,2
11,MARINUCCI MARIANI Elena,1987,0,1,2
12,MARIOTTI Gianfranco,1987,1,1,1
13,MARNIGA Vittorio,1987,0,1,1
14,MASCIADRI Cornelio,1987,1,1,3
15,MAZZOLA Francesco,1987,0,1,2
16,MELOTTO Giovanni Battista,1987,0,1,2
17,MEOLI Delio,1987,0,1,2
18,MERAVIGLIA Roberto,1987,0,1,1
19,MERIGGI Luigi,1987,0,1,2
20,MERZAGORA Cesare,1987,1,1,11
21,MESORACA Maurizio,1987,0,1,1
22,MEZZAPESA Pietro,1987,0,1,4
23,MICOLINI Paolo,1987,0,1,1
24,MISSERVILLE Romano,1987,0,1,1
25,MODUGNO Domenico,1987,1,1,1
26,MOLTISANTI Marisa,1987,0,1,2
27,MONTINARO Orazio,1987,1,1,1
28,MONTRESORI Pietro,1987,0,1,1
29,MORA Giampaolo,1987,0,1,1
30,MORO Maria Fida,1987,0,1,1
31,MURATORE Antonio,1987,0,1,2
32,MURMURA Antonino,1987,0,1,6
0,NAPOLEONI Claudio,1987,1,1,3
1,NATALI Antonio,1987,1,1,1
2,NEBBIA Giorgio,1987,0,1,1
3,NEPI Gualtiero,1987,0,1,3
4,NERI Emilio,1987,1,1,3
5,NESPOLO Carla Federica,1987,0,1,2
6,NIEDDU Giovanni Maria,1987,0,1,1
7,NOCCHI Venanzio,1987,0,1,1
0,ONGARO BASAGLIA Franca,1987,0,1,2
1,ONORATO Pierluigi,1987,0,1,1
2,ORLANDO Giulio Cesare,1987,0,1,6
3,OSSICINI Adriano,1987,0,1,6
0,PAGANI Antonino,1987,1,1,2
1,PAGANI Maurizio,1987,0,1,2
2,PARISI Francesco,1987,0,1,1
3,PASQUINO Gianfranco,1987,0,1,2
4,PATRIARCA Francesco,1987,0,1,3
5,PAVAN Angelo,1987,0,1,3
6,PECCHIOLI Ugo,1987,0,1,5
7,PELLEGRINO Bruno,1987,1,1,1
8,PELLEGRINO Giovanni,1987,1,1,1
9,PERINA Francesco,1987,0,1,1
10,PERRICONE Giuseppe,1987,0,1,1
11,PERTINI Sandro,1987,1,1,3
12,PERUGINI Pasquale,1987,0,1,1
13,PETRARA Onofrio,1987,0,1,2
14,PETRONIO Giuseppe Lelio,1987,0,1,2
15,PEZZULLO Sossio,1987,0,1,1
16,PICANO Angelo,1987,0,1,1
17,PIERALLI Piero,1987,0,1,4
18,PIERRI Luigi,1987,0,1,1
19,PILLA Franco,1987,1,1,1
20,PINNA Mario,1987,0,1,1
21,PINTO Michele,1987,0,1,2
22,PISANO' Giorgio,1987,0,1,5
23,PIZZO Pietro,1987,0,1,1
24,PIZZOL Giorgio,1987,0,1,1
25,POLI Luigi,1987,0,1,1
26,POLLICE Guido,1987,0,1,1
27,POLLINI Renato,1987,0,1,2
28,PONTONE Francesco,1987,0,1,1
29,POSTAL Giorgio,1987,0,1,2
30,POZZO Cesare,1987,0,1,3
31,PRANDINI Giovanni,1987,0,1,2
32,PULLI Emilio,1987,0,1,1
33,PUTIGNANO Nicola,1987,0,1,1
0,RANALLI Giovanni,1987,0,1,2
1,RASTRELLI Antonio,1987,0,1,3
2,RAVERA Camilla,1987,1,1,3
3,REBECCHINI Francesco,1987,1,1,5
4,REZZONICO Augusto,1987,0,1,1
5,RICEVUTO Giovanni,1987,0,1,1
6,RIGO Mario,1987,0,1,1
7,RIVA Massimo,1987,0,1,2
8,RIZ Roland,1987,0,1,1
9,ROBOL Alberto,1987,1,1,1
10,ROSATI Domenico,1987,0,1,1
11,ROSSI Guido Giuseppe,1987,0,1,1
12,RUBNER Hans,1987,1,1,1
13,RUFFILLI Roberto,1987,1,1,2
14,RUFFINO Gian Carlo,1987,0,1,3
15,RUFFOLO Giorgio,1987,0,1,1
16,RUMOR Mariano,1987,1,1,3
17,RUSSO Giuseppe,1987,1,1,1
0,SALERNO Carmelo Francesco,1987,0,1,5
1,SALVATO Ersilia,1987,0,1,2
2,SALVI Franco,1987,0,1,2
3,SANESI Sergio,1987,1,1,1
4,SANNA Carlo,1987,0,1,1
5,SANTALCO Carmelo,1987,0,1,5
6,SANTINI Renzo,1987,0,1,1
7,SAPORITO Learco,1987,0,1,3
8,SARAGAT Giuseppe,1987,1,1,6
9,SARTORI Paolo,1987,0,1,1
10,SCARDAONI Umberto,1987,0,1,1
11,SCEVAROLLI Gino,1987,0,1,3
12,SCIVOLETTO Concetto,1987,0,1,1
13,SENESI Giovanna,1987,0,1,1
14,SERRI Rino,1987,0,1,1
15,SIGNORELLI Ferdinando,1987,0,1,2
16,SIGNORI Silvano,1987,0,1,5
17,SIRTORI Piergiorgio,1987,0,1,1
18,SPADACCIA Gianfranco,1987,1,1,2
19,SPADOLINI Giovanni,1987,1,1,5
20,SPADOLINI Giovanni,1987,1,1,6
21,SPECCHIA Giuseppe,1987,0,1,1
22,SPETIC Stojan,1987,0,1,1
23,SPITELLA Giorgio,1987,0,1,4
24,SPOSETTI Ugo,1987,0,1,1
25,STREHLER Giorgio,1987,0,1,1
26,STRIK LIEVERS Lorenzo,1987,1,1,1
0,TAGLIAMONTE Francesco,1987,0,1,1
1,TANI Carlo,1987,1,1,1
2,TARAMELLI Antonio,1987,1,1,2
3,TAVIANI Emilio Paolo,1987,1,1,4
4,TAVIANI Emilio Paolo,1987,1,1,5
5,TEDESCO TATO' Giglia,1987,0,1,6
6,TEODORI Massimo,1987,1,1,1
7,TORLONTANO Glauco,1987,0,1,1
8,TORNATI Giorgio,1987,0,1,1
9,TOSSI Graziella,1987,0,1,1
10,TOTH Lucio,1987,0,1,1
11,TRIGLIA Riccardo,1987,0,1,3
12,TRIPODI Girolamo,1987,0,1,1
0,ULIANICH Boris,1987,0,1,3
0,VALCAVI Giovanni Beniamino,1987,1,1,1
1,VALIANI Leo,1987,0,1,3
2,VECCHI Claudio,1987,0,1,2
3,VECCHIETTI Tullio,1987,0,1,3
4,VELLA Bruno,1987,0,1,2
5,VENTRE Antonio,1987,0,1,1
6,VENTURI Giovanni,1987,0,1,6
7,VERCESI Ernesto,1987,1,1,1
8,VESENTINI Edoardo,1987,0,1,1
9,VETERE Ugo,1987,0,1,1
10,VETTORI Glicerio,1987,0,1,4
11,VIGANO' Mario,1987,1,1,1
12,VIGNOLA Giuseppe,1987,0,1,1
13,VISCA Giuseppe,1987,0,1,1
14,VISCONTI Roberto,1987,0,1,2
15,VISENTINI Bruno,1987,0,1,3
16,VISIBELLI Roberto,1987,0,1,1
17,VITALE Giuseppe,1987,1,1,4
18,VITALONE Claudio,1987,0,1,3
19,VOLPONI Paolo,1987,0,1,2
0,ZACCAGNINI Benigno,1987,1,1,2
1,ZANELLA Siro,1987,0,1,1
2,ZANGARA Andrea,1987,0,1,1
3,ZECCHINO Ortensio,1987,0,1,1
4,ZITO Sisinio,1987,0,1,4
5,ZUFFA Grazia,1987,0,1,1
0,ABIS Lucio,1992,0,1,6
1,ACQUARONE Lorenzo,1992,0,1,2
2,ACQUAVIVA Gennaro,1992,0,1,2
3,AGNELLI Arduino,1992,0,1,2
4,AGNELLI Giovanni,1992,0,1,2
5,ALBERICI Aureliana,1992,0,1,2
6,ANDREINI Elios,1992,0,1,2
7,ANDREOTTI Giulio,1992,0,1,2
8,ANESI Ezio,1992,1,1,1
9,ANGELONI Luana,1992,0,1,1
10,AZZARA' Carmelo,1992,0,1,2
0,BACCHIN Maurizio,1992,1,1,1
1,BALDINI Massimo,1992,0,1,1
2,BALLESI Carlo,1992,0,1,1
3,BARBIERI Silvia,1992,0,1,1
4,BARGI Alfredo,1992,1,1,1
5,BENETTON Luciano,1992,0,1,1
6,BENVENUTI Roberto,1992,0,1,1
7,BERNASSOLA Angelo,1992,0,1,2
8,BERNINI Carlo,1992,0,1,1
9,BETTONI BRANDANI Monica,1992,0,1,1
10,BISCARDI Luigi,1992,0,1,1
11,BO Carlo,1992,0,1,3
12,BOBBIO Norberto,1992,0,1,3
13,BODO Giuseppe,1992,0,1,1
14,BOFFARDI Giuliano,1992,0,1,1
15,BOLDRINI Arrigo,1992,0,1,5
16,BONFERRONI Franco,1992,0,1,1
17,BONIVER Margherita,1992,0,1,2
18,BONO Vincenza,1992,0,1,2
19,BORATTO Alcibiade,1992,0,1,1
20,BORRONI Roberto,1992,0,1,1
21,BOSCO Rinaldo,1992,0,1,1
22,BOSO Erminio Enzo,1992,0,1,1
23,BRATINA Diodato (darko),1992,0,1,1
24,BRESCIA Giuseppe,1992,0,1,1
25,BRINA Alfio,1992,0,1,2
26,BRUTTI Massimo,1992,0,1,1
27,BUCCIARELLI Anna Maria,1992,0,1,1
28,BUTINI Ivo,1992,0,1,3
0,CABRAS Paolo,1992,0,1,2
1,CALVI Maurizio,1992,0,1,2
2,CAMPAGNOLI Mario,1992,0,1,1
3,CANDIOTO Francesco,1992,0,1,2
4,CANNARIATO Girolamo,1992,0,1,1
5,CAPPELLI Sergio,1992,0,1,1
6,CAPPIELLO Alma,1992,0,1,1
7,CAPPUZZO Umberto,1992,0,1,2
8,CARLOTTO Natale,1992,0,1,2
9,CARNITI Pietro Secondo,1992,1,1,1
10,CARPENEDO Diego,1992,0,1,1
11,CARRARA Andreino,1992,0,1,1
12,CASOLI Giorgio,1992,0,1,2
13,CASTIGLIONE Franco,1992,0,1,3
14,CAVAZZUTI Filippo,1992,0,1,3
15,CHERCHI Salvatore,1992,0,1,1
16,CHIARANTE Giuseppe Antonio,1992,0,1,4
17,CHIAROMONTE Gerardo,1992,1,1,7
18,CICCHITTO Fabrizio,1992,0,1,1
19,CIMINO Francesco,1992,0,1,3
20,CITARISTI Severino,1992,0,1,2
21,COCCIU Mario Giacomo,1992,0,1,1
22,COCO Giovanni Silvestro,1992,0,1,5
23,COLOMBO Vittorino (l.),1992,0,1,5
24,COLOMBO SVEVO Maria Paola,1992,0,1,3
25,COMPAGNA Luigi,1992,0,1,1
26,CONDARCURI Virgilio,1992,0,1,1
27,CONDORELLI Mario,1992,0,1,3
28,CONTI Marco,1992,0,1,1
29,COPPI Antonio Michele,1992,0,1,1
30,COSSIGA Francesco,1992,1,1,2
31,COSSUTTA Armando,1992,0,1,6
32,COSTALLI Carlo,1992,1,1,1
33,COVATTA Luigi,1992,0,1,3
34,COVELLO Francesco Alberto,1992,0,1,2
35,COVI Giorgio,1992,0,1,3
36,COVIELLO Romualdo Vittorio,1992,0,1,2
37,CREUSO Maurizio,1992,0,1,1
38,CROCETTA Salvatore,1992,0,1,3
39,CUSUMANO Stefano,1992,0,1,1
40,CUTRERA Achille,1992,0,1,2
0,D'ALESSANDRO PRISCO Franca,1992,0,1,1
1,D'AMELIO Saverio,1992,0,1,4
2,DANIELE GALDI Maria Grazia,1992,0,1,1
3,DANIELI Paolo,1992,0,1,1
4,DE CINQUE Germano,1992,0,1,3
5,DE COSMO Vincenzo,1992,0,1,1
6,DE GIUSEPPE Giorgio,1992,0,1,6
7,DELL'OSSO Costantino,1992,0,1,2
8,DE MARTINO Francesco,1992,0,1,3
9,DE MATTEO Aldo,1992,0,1,1
10,DE PAOLI Elidio,1992,0,1,1
11,DE ROSA Gabriele,1992,0,1,2
12,DE VITO Salverino,1992,0,1,7
13,DI BENEDETTO Giovanni,1992,0,1,2
14,DI LEMBO Osvaldo,1992,0,1,4
15,DI NUBILA Mario,1992,0,1,1
16,DIONISI Angelo,1992,0,1,2
17,DIPAOLA Giuseppe,1992,0,1,2
18,DI STEFANO Corradino,1992,1,1,3
19,DONATO Angelo,1992,0,1,2
20,DOPPIO Giuseppe,1992,0,1,1
21,DUJANY Cesare,1992,0,1,2
0,FABBRI Fabio,1992,0,1,5
1,FABJ Ada Valeria,1992,0,1,1
2,FABRIS Pietro,1992,0,1,2
3,FAGNI Edda,1992,0,1,1
4,FANFANI Amintore,1992,0,1,8
5,FAVILLA Mauro,1992,0,1,2
6,FERRARA Pasquale,1992,0,1,1
7,FERRARA Vito,1992,0,1,1
8,FERRARA SALUTE Giovanni,1992,0,1,3
9,FERRARI Bruno,1992,0,1,1
10,FERRARI Karl,1992,0,1,1
11,FILETTI Cristoforo,1992,0,1,6
12,FLORINO Michele,1992,0,1,2
13,FOGU Paolo,1992,0,1,2
14,FONTANA Albino,1992,0,1,1
15,FONTANA Alessandro,1992,1,1,2
16,FONTANA Elio,1992,0,1,3
17,FONTANA Giovanni Angelo,1992,1,1,2
18,FORCIERI Giovanni Lorenzo,1992,0,1,1
19,FORLEO Romano Cataldo,1992,1,1,1
20,FORTE Francesco,1992,0,1,2
21,FOSCHI Armando,1992,0,1,5
22,FRANCHI Antonio,1992,0,1,2
23,FRANZA Luigi,1992,0,1,3
24,FRASCA Salvatore,1992,0,1,2
0,GALDELLI Primo,1992,0,1,1
1,GALUPPO Raimondo,1992,0,1,1
2,GANGI Giorgio,1992,0,1,1
3,GAROFALO Carmine,1992,0,1,2
4,GARRAFFA Vincenzo,1992,0,1,1
5,GAVA Antonio,1992,0,1,1
6,GENOVESE Luigi,1992,0,1,6
7,GIACOVAZZO Giuseppe,1992,0,1,2
8,GIAGU DEMARTINI Antonio,1992,0,1,2
9,GIANOTTI Lorenzo,1992,0,1,3
10,GIBERTONI Paolo,1992,1,1,1
11,GIOLLO Roberto,1992,0,1,1
12,GIORGI Luciano,1992,0,1,1
13,GIOVANELLI Fausto,1992,0,1,1
14,GIOVANNIELLO Giuseppe,1992,0,1,2
15,GIOVANOLLA Pierangelo,1992,0,1,1
16,GIUGNI Gino,1992,0,1,3
17,GIUNTA Roberto,1992,0,1,1
18,GOLFARI Cesare,1992,0,1,2
19,GRANELLI Luigi,1992,0,1,4
20,GRASSANI Luigi,1992,0,1,1
21,GRASSI BERTAZZI Niccolo',1992,0,1,4
22,GRAZIANI Antonio,1992,0,1,2
23,GRAZIANI Augusto Guido,1992,1,1,1
24,GRECO Francesco,1992,0,1,3
25,GUALTIERI Libero,1992,0,1,4
26,GUERRITORE Antonio,1992,1,1,1
27,GUERZONI Luciano,1992,0,1,1
28,GUGLIERI Andrea,1992,0,1,1
29,GUZZETTI Giuseppe,1992,0,1,2
0,IANNI Manlio,1992,0,1,3
1,ICARDI Adriano,1992,0,1,1
2,INNAMORATO Antonio Mario,1992,0,1,2
3,INNOCENTI Tullio,1992,0,1,1
4,INZERILLO Vincenzo,1992,0,1,1
0,JERVOLINO RUSSO Rosa,1992,1,1,4
0,LADU Salvatore,1992,0,1,1
1,LAMA Luciano,1992,0,1,2
2,LAURIA Michele,1992,0,1,2
3,LAZZARO Bruno,1992,0,1,1
4,LEONARDI Ezio,1992,0,1,2
5,LEONE Giovanni,1992,0,1,7
6,LEONI Giuseppe,1992,0,1,1
7,LIBERATORI Vittorio,1992,0,1,1
8,LIBERTINI Lucio,1992,1,1,4
9,LOBIANCO Arcangelo,1992,0,1,1
10,LOMBARDI Enzo Mario Nino,1992,0,1,1
11,LONDEI Giorgio,1992,0,1,1
12,LOPEZ Gennaro,1992,0,1,1
13,LORENZI Luciano,1992,1,1,1
14,LORETO Rocco Vito,1992,0,1,1
15,LUONGO Giuseppe,1992,0,1,1
0,MACCANICO Antonio,1992,0,1,1
1,MAGLIOCCHETTI Bruno,1992,0,1,1
2,MAISANO GRASSI Giuseppina,1992,0,1,1
3,MANARA Elia,1992,0,1,1
4,MANCINO Nicola,1992,1,1,5
5,MANCUSO Carmine,1992,0,1,1
6,MANFROI Donato,1992,0,1,1
7,MANIERI Maria Rosaria,1992,0,1,2
8,MANNA Luigi,1992,0,1,1
9,MANZI Luciano,1992,1,1,1
10,MANZINI Giovanni,1992,0,1,2
11,MARCHETTI Fausto,1992,0,1,1
12,MARINUCCI MARIANI Elena,1992,0,1,3
13,MARNIGA Vittorio,1992,0,1,2
14,MARTELLI Valentino,1992,0,1,1
15,MARTINAZZOLI Mino,1992,0,1,4
16,MASIELLO Cosimo Ennio,1992,0,1,1
17,MAZZOLA Francesco,1992,0,1,3
18,MEDURI Renato,1992,0,1,1
19,MEO Vincenzo,1992,0,1,1
20,MERIGGI Luigi,1992,0,1,3
21,MERLONI Francesco,1992,1,1,2
22,MEROLLI Carlo,1992,0,1,1
23,MESORACA Maurizio,1992,0,1,2
24,MICOLINI Paolo,1992,0,1,2
25,MIGLIO Gianfranco,1992,0,1,1
26,MIGONE Gian Giacomo,1992,0,1,1
27,MININNI-JANNUZZI Giuseppe,1992,0,1,1
28,MINUCCI Adalberto,1992,0,1,1
29,MINUCCI Daria,1992,0,1,1
30,MISSERVILLE Romano,1992,0,1,2
31,MOLINARI Emilio,1992,0,1,1
32,MOLTISANTI Marisa,1992,0,1,3
33,MONTINI Walter,1992,0,1,1
34,MONTRESORI Pietro,1992,0,1,2
35,MORA Giampaolo,1992,0,1,2
36,MORETTI Luigi,1992,1,1,1
37,MOSCHETTI Giorgio,1992,1,1,1
38,MURATORE Antonio,1992,0,1,3
39,MURMURA Antonino,1992,0,1,7
0,NAPOLI Bruno,1992,0,1,1
1,NERLI Francesco,1992,0,1,1
2,NOCCHI Venanzio,1992,0,1,2
0,ORSINI Bruno,1992,0,1,1
1,OTTAVIANI Achille,1992,0,1,1
0,PAGANO Maria Grazia,1992,0,1,1
1,PAGLIARINI Giancarlo,1992,0,1,1
2,PAINI Gianpaolo,1992,0,1,1
3,PAIRE Giacomo,1992,0,1,1
4,PARISI Francesco,1992,0,1,2
5,PARISI Vittorio,1992,0,1,1
6,PAVAN Angelo,1992,0,1,4
7,PECCHIOLI Ugo,1992,0,1,6
8,PEDRAZZI Anna Maria,1992,0,1,1
9,PELELLA Enrico,1992,0,1,1
10,PELLEGATTI Ivana,1992,0,1,1
11,PELLEGRINO Giovanni,1992,0,1,2
12,PERCIVALLE Claudio,1992,1,1,1
13,PERIN Valentino,1992,0,1,1
14,PERINA Francesco,1992,0,1,2
15,PERUZZA Paolo,1992,1,1,1
16,PEZZONI Marco,1992,0,1,1
17,PICANO Angelo,1992,0,1,2
18,PICCOLI Flaminio,1992,0,1,1
19,PICCOLO Francesco Raffaele,1992,0,1,1
20,PIERANI Terzo,1992,0,1,1
21,PIERRI Luigi,1992,0,1,2
22,PINNA Mario,1992,0,1,2
23,PINTO Michele,1992,0,1,3
24,PISATI Carlo,1992,0,1,1
25,PISCHEDDA Antonio,1992,0,1,1
26,PISTOIA Francesco,1992,0,1,1
27,PIZZO Pietro,1992,0,1,2
28,POLENTA Paolo,1992,1,1,1
29,PONTONE Francesco,1992,0,1,2
30,POSTAL Giorgio,1992,0,1,3
31,POZZO Cesare,1992,0,1,4
32,PREIONI Marco,1992,0,1,1
33,PROCACCI Annamaria,1992,0,1,1
34,PULLI Emilio,1992,0,1,2
35,PUTIGNANO Nicola,1992,0,1,2
0,RABINO Giovanni Battista,1992,0,1,1
1,RADI Luciano,1992,0,1,1
2,RANIERI Umberto,1992,0,1,1
3,RAPISARDA Santi,1992,0,1,1
4,RASTRELLI Antonio,1992,0,1,4
5,RAVASIO Renato,1992,0,1,1
6,REDI Delio,1992,0,1,1
7,RESTA Giuseppe,1992,0,1,1
8,REVIGLIO Franco,1992,0,1,1
9,RICCI Franco,1992,0,1,1
10,RICEVUTO Giovanni,1992,0,1,2
11,RIVIERA Armando,1992,0,1,1
12,RIZ Roland,1992,0,1,2
13,ROBOL Alberto,1992,0,1,2
14,ROCCHI Carla,1992,0,1,1
15,ROGNONI Carlo,1992,0,1,1
16,ROMEO Domenico,1992,0,1,1
17,RONZANI Pierluigi,1992,0,1,1
18,ROSCIA Luigi,1992,0,1,1
19,ROVEDA Luigi,1992,0,1,1
20,RUBNER Hans,1992,0,1,2
21,RUFFINO Gian Carlo,1992,1,1,4
22,RUFFOLO Giorgio,1992,0,1,2
23,RUSSO Giuseppe,1992,0,1,2
24,RUSSO Michelangelo,1992,0,1,1
25,RUSSO Raffaele,1992,0,1,1
26,RUSSO Vincenzo,1992,0,1,1
0,SALVATO Ersilia,1992,0,1,3
1,SALVI Cesare,1992,0,1,1
